File Path,Label
D:\deepfake-detector\data\frames\fake\238_282\238_282_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\880_135\880_135_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\428\428_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\770\770_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\894\894_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\643_646\643_646_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\410\410_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\746_571\746_571_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\587_535\587_535_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\712\712_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\042\042_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\977\977_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\388\388_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\901\901_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\902_901\902_901_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\373_394\373_394_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\828_830\828_830_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\617\617_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\724_725\724_725_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\752_751\752_751_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\588_556\588_556_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\445_494\445_494_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\674_744\674_744_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\486\486_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\621\621_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\654_648\654_648_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\800\800_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\620\620_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\341\341_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\323_302\323_302_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\501_326\501_326_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\792\792_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\310\310_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\220\220_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\290\290_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\933\933_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\562_626\562_626_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\752_751\752_751_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\186\186_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\992_980\992_980_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\590\590_frame4.jpg,REAL
D:\deepfake-detector\data\frames\fake\795_907\795_907_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\507_418\507_418_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\648\648_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\324\324_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\665_679\665_679_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\890_837\890_837_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\631\631_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\046\046_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\454\454_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\666\666_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\579\579_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\860_905\860_905_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\587_535\587_535_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\fake\081_087\081_087_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\152_149\152_149_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\172\172_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\596\596_frame4.jpg,REAL
D:\deepfake-detector\data\frames\fake\402_453\402_453_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\197\197_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\959\959_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\164_216\164_216_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\685_613\685_613_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\394\394_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\331_260\331_260_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\322\322_frame0.jpg,REAL
D:\deepfake-detector\data\frames\real\041\041_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\227_169\227_169_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\745\745_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\118_120\118_120_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\493_538\493_538_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\420\420_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\568_628\568_628_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\945_044\945_044_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\225_151\225_151_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\939\939_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\023\023_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\247_229\247_229_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\721_715\721_715_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\953_974\953_974_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\565\565_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\044_945\044_945_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\489_022\489_022_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\125_038\125_038_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\324_356\324_356_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\fake\467_462\467_462_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\047_862\047_862_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\785_736\785_736_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\519\519_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\435\435_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\144_122\144_122_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\449_451\449_451_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\599_585\599_585_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\915\915_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\839_864\839_864_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\229_247\229_247_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\918_934\918_934_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\416_342\416_342_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\173_171\173_171_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\915\915_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\166_167\166_167_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\135_880\135_880_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\fake\005_010\005_010_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\820\820_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\310\310_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\709_390\709_390_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\222\222_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\817\817_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\905_860\905_860_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\845_846\845_846_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\fake\770_791\770_791_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\605_591\605_591_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\625_650\625_650_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\882\882_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\542\542_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\559\559_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\603_575\603_575_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\013\013_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\534\534_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\432\432_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\101_096\101_096_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\928\928_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\039_058\039_058_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\697_581\697_581_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\382\382_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\084_042\084_042_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\553\553_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\077\077_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\252\252_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\136_285\136_285_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\654\654_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\648_654\648_654_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\018_019\018_019_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\801_855\801_855_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\968_884\968_884_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\637\637_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\136_285\136_285_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\297\297_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\952\952_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\926_900\926_900_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\943\943_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\137\137_frame4.jpg,REAL
D:\deepfake-detector\data\frames\fake\004_982\004_982_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\508\508_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\490_534\490_534_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\398\398_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\576\576_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\477\477_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\705_707\705_707_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\090\090_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\493_538\493_538_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\371\371_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\868\868_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\479\479_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\596\596_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\741_731\741_731_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\615_687\615_687_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\322_315\322_315_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\183_253\183_253_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\755_759\755_759_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\417_496\417_496_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\720\720_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\844\844_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\666\666_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\060\060_frame0.jpg,REAL
D:\deepfake-detector\data\frames\real\547\547_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\919_015\919_015_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\767_694\767_694_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\944\944_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\275\275_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\649\649_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\177\177_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\295\295_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\894_848\894_848_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\639\639_frame0.jpg,REAL
D:\deepfake-detector\data\frames\real\349\349_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\583\583_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\365\365_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\791_770\791_770_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\182\182_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\227_169\227_169_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\116\116_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\459\459_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\750_743\750_743_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\757\757_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\474\474_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\448_361\448_361_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\563\563_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\293\293_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\714\714_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\955_078\955_078_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\952\952_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\017\017_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\297\297_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\510\510_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\104\104_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\280\280_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\895\895_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\668\668_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\718\718_frame0.jpg,REAL
D:\deepfake-detector\data\frames\real\423\423_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\205\205_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\236\236_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\515_519\515_519_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\071\071_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\306_278\306_278_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\607\607_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\125_038\125_038_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\827\827_frame0.jpg,REAL
D:\deepfake-detector\data\frames\real\142\142_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\038_125\038_125_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\243\243_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\877\877_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\443_514\443_514_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\693_698\693_698_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\781_806\781_806_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\099\099_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\874_291\874_291_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\271_264\271_264_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\454_527\454_527_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\643\643_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\602_397\602_397_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\316\316_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\013\013_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\174\174_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\737\737_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\363_343\363_343_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\432\432_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\946_049\946_049_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\140_143\140_143_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\121_093\121_093_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\523\523_frame1.jpg,REAL
D:\deepfake-detector\data\frames\real\645\645_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\692\692_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\451_449\451_449_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\753\753_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\726\726_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\017_803\017_803_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\869_780\869_780_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\322_315\322_315_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\549_531\549_531_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\287_426\287_426_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\441_439\441_439_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\818\818_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\072_037\072_037_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\131_518\131_518_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\229_247\229_247_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\324_356\324_356_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\444\444_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\302\302_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\264_271\264_271_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\332\332_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\851\851_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\587\587_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\844\844_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\789_753\789_753_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\767\767_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\694\694_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\379\379_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\752_751\752_751_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\371_367\371_367_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\454_527\454_527_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\335\335_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\918_934\918_934_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\115_939\115_939_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\real\906\906_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\341_340\341_340_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\004_982\004_982_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\807_273\807_273_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\294_292\294_292_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\996\996_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\285\285_frame0.jpg,REAL
D:\deepfake-detector\data\frames\real\673\673_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\461\461_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\967\967_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\353_383\353_383_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\106_198\106_198_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\866_878\866_878_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\566_617\566_617_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\519\519_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\894\894_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\030_193\030_193_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\571\571_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\529_633\529_633_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\fake\978_975\978_975_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\024\024_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\914\914_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\422\422_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\932_384\932_384_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\231\231_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\783_916\783_916_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\024\024_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\234\234_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\892\892_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\962\962_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\363_343\363_343_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\real\269\269_frame4.jpg,REAL
D:\deepfake-detector\data\frames\fake\218_239\218_239_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\642_635\642_635_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\760\760_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\660_634\660_634_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\137\137_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\122_144\122_144_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\605_591\605_591_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\fake\451_449\451_449_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\792\792_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\175\175_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\828_830\828_830_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\482\482_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\461_250\461_250_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\fake\063_041\063_041_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\302\302_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\621_546\621_546_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\862\862_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\787\787_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\804_738\804_738_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\839\839_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\467\467_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\178_598\178_598_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\500\500_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\647_622\647_622_frame1.jpg,FAKE
D:\deepfake-detector\data\frames\fake\664_668\664_668_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\297\297_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\578\578_frame6.jpg,REAL
D:\deepfake-detector\data\frames\fake\024_073\024_073_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\960_999\960_999_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\real\490\490_frame5.jpg,REAL
D:\deepfake-detector\data\frames\real\568\568_frame3.jpg,REAL
D:\deepfake-detector\data\frames\real\838\838_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\258_246\258_246_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\427\427_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\032_944\032_944_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\fake\313_283\313_283_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\739\739_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\981\981_frame2.jpg,REAL
D:\deepfake-detector\data\frames\real\379\379_frame0.jpg,REAL
D:\deepfake-detector\data\frames\real\882\882_frame9.jpg,REAL
D:\deepfake-detector\data\frames\real\033\033_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\032_944\032_944_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\809_799\809_799_frame6.jpg,FAKE
D:\deepfake-detector\data\frames\real\608\608_frame9.jpg,REAL
D:\deepfake-detector\data\frames\fake\459_430\459_430_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\fake\248_232\248_232_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\fake\006_002\006_002_frame3.jpg,FAKE
D:\deepfake-detector\data\frames\real\659\659_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\988_966\988_966_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\real\366\366_frame0.jpg,REAL
D:\deepfake-detector\data\frames\fake\050_059\050_059_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\531_549\531_549_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\748\748_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\829_808\829_808_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\032\032_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\458\458_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\895\895_frame3.jpg,REAL
D:\deepfake-detector\data\frames\fake\426_287\426_287_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\859_843\859_843_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\309\309_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\362\362_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\668\668_frame7.jpg,REAL
D:\deepfake-detector\data\frames\real\936\936_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\191\191_frame4.jpg,REAL
D:\deepfake-detector\data\frames\real\080\080_frame5.jpg,REAL
D:\deepfake-detector\data\frames\fake\600_505\600_505_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\528_510\528_510_frame0.jpg,FAKE
D:\deepfake-detector\data\frames\fake\198_106\198_106_frame2.jpg,FAKE
D:\deepfake-detector\data\frames\real\676\676_frame8.jpg,REAL
D:\deepfake-detector\data\frames\real\241\241_frame4.jpg,REAL
D:\deepfake-detector\data\frames\fake\589_565\589_565_frame8.jpg,FAKE
D:\deepfake-detector\data\frames\fake\526_436\526_436_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\322\322_frame2.jpg,REAL
D:\deepfake-detector\data\frames\fake\429_404\429_404_frame4.jpg,FAKE
D:\deepfake-detector\data\frames\real\657\657_frame6.jpg,REAL
D:\deepfake-detector\data\frames\real\899\899_frame1.jpg,REAL
D:\deepfake-detector\data\frames\fake\224_197\224_197_frame5.jpg,FAKE
D:\deepfake-detector\data\frames\real\670\670_frame7.jpg,REAL
D:\deepfake-detector\data\frames\fake\369_316\369_316_frame9.jpg,FAKE
D:\deepfake-detector\data\frames\real\288\288_frame8.jpg,REAL
D:\deepfake-detector\data\frames\fake\794_779\794_779_frame7.jpg,FAKE
D:\deepfake-detector\data\frames\fake\206_221\206_221_frame3.jpg,FAKE
